Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
12085,Game_12085,PS3,1995,Adventure,Activision,0.3,0.25,0.19,0.02,0.76
12086,Game_12086,XOne,1998,Fighting,Sony Computer Entertainment,0.09,0.07,0.03,0.02,0.21
12087,Game_12087,3DS,2005,Fighting,Capcom,1.43,0.86,0.1,0.31,2.71
12088,Game_12088,PS2,1995,Role-Playing,Ubisoft,0.03,0.02,0.02,0.02,0.09
12089,Game_12089,PSP,2003,Platform,Ubisoft,4.82,2.66,0.5,0.92,8.9
12090,Game_12090,PS4,2015,Adventure,Sega,0.28,0.06,0.07,0.14,0.55
12091,Game_12091,PSP,2008,Fighting,THQ,0.95,0.52,0.11,2.12,3.7
12092,Game_12092,GBA,2004,Action,Ubisoft,0.14,0.12,0.1,0.2,0.56
12093,Game_12093,PS2,2010,Racing,Namco Bandai Games,2.42,1.61,0.35,1.24,5.63
12094,Game_12094,PS2,2011,Role-Playing,Activision,2.28,1.08,0.38,0.13,3.86
12095,Game_12095,3DS,1992,Platform,Namco Bandai Games,3.99,2.07,1.03,7.45,14.53
12096,Game_12096,Wii,1997,Shooter,Sony Computer Entertainment,0.5,0.21,0.2,0.02,0.86
12097,Game_12097,PS2,2005,Racing,Konami Digital Entertainment,3.91,4.02,0.76,3.19,11.88
12098,Game_12098,DS,2006,Shooter,Ubisoft,0.14,0.07,0.09,0.16,0.46
12099,Game_12099,Wii,2010,Adventure,Sony Computer Entertainment,1.49,1.24,0.74,1.74,5.21
12100,Game_12100,XOne,2004,Misc,Nintendo,0.4,0.48,0.24,0.52,1.64
12101,Game_12101,PS2,2012,Misc,Capcom,1.96,1.09,0.41,0.35,3.8
12102,Game_12102,DS,2011,Platform,Activision,0.86,1.18,0.86,0.71,3.61
12103,Game_12103,XOne,2009,Action,Nintendo,0.15,0.06,0.06,0.04,0.3
12104,Game_12104,PS2,2016,Simulation,Electronic Arts,0.09,0.02,0.01,0.03,0.16
12105,Game_12105,X360,2009,Fighting,Sony Computer Entertainment,0.09,0.04,0.09,0.17,0.39
12106,Game_12106,PS4,2008,Misc,Activision,2.22,1.32,0.61,0.08,3.81
12107,Game_12107,PSP,2006,Platform,Konami Digital Entertainment,8.3,2.06,0.73,3.04,14.13
12108,Game_12108,Wii,2016,Role-Playing,Sega,0.48,0.36,0.43,1.08,2.35
12109,Game_12109,PS3,2003,Role-Playing,Namco Bandai Games,0.08,0.07,0.02,0.1,0.27
12110,Game_12110,XOne,2005,Racing,Sony Computer Entertainment,1.77,0.98,0.85,0.07,3.54
12111,Game_12111,X360,1991,Action,Nintendo,0.3,0.16,0.09,0.08,0.63
12112,Game_12112,PS4,2007,Simulation,Namco Bandai Games,1.07,0.81,0.12,1.21,3.21
12113,Game_12113,GBA,2011,Platform,Sega,0.02,0.02,0.01,0.03,0.08
12114,Game_12114,PS2,2005,Simulation,Ubisoft,23.8,18.67,10.02,1.07,53.39
12115,Game_12115,X360,2005,Racing,Activision,7.68,4.44,0.68,4.5,17.3
12116,Game_12116,PS3,2010,Simulation,Sony Computer Entertainment,0.22,0.15,0.14,0.13,0.63
12117,Game_12117,3DS,2003,Action,Capcom,0.58,0.33,0.3,0.22,1.42
12118,Game_12118,DS,2013,Misc,Konami Digital Entertainment,0.62,0.16,0.04,0.23,1.05
12119,Game_12119,PSP,2001,Role-Playing,Sega,0.14,0.14,0.02,0.13,0.44
12120,Game_12120,X360,2009,Racing,Electronic Arts,0.37,0.15,0.13,0.77,1.42
12121,Game_12121,PS2,2000,Action,Capcom,1.51,0.88,1.08,1.17,4.64
12122,Game_12122,PS4,2009,Action,Nintendo,0.35,0.13,0.12,0.42,1.02
12123,Game_12123,PS2,2010,Misc,Nintendo,0.11,0.05,0.04,0.11,0.31
12124,Game_12124,PS3,1990,Fighting,Nintendo,0.21,0.23,0.04,0.19,0.67
12125,Game_12125,GBA,2001,Adventure,Konami Digital Entertainment,0.28,0.06,0.03,0.21,0.59
12126,Game_12126,X360,2004,Simulation,Namco Bandai Games,3.57,1.08,1.43,2.04,8.12
12127,Game_12127,PS3,1995,Adventure,Electronic Arts,0.87,0.2,0.07,0.48,1.62
12128,Game_12128,DS,1999,Simulation,THQ,0.28,0.1,0.08,0.01,0.47
12129,Game_12129,3DS,2016,Action,Nintendo,0.56,0.22,0.2,0.07,1.05
12130,Game_12130,PS3,1999,Racing,THQ,2.54,1.45,0.27,1.46,5.73
12131,Game_12131,3DS,2004,Platform,Capcom,1.47,0.73,0.12,0.53,2.85
12132,Game_12132,GBA,2012,Misc,THQ,0.81,0.33,0.28,0.66,2.09
12133,Game_12133,PS4,1994,Fighting,Ubisoft,0.81,0.46,0.3,0.06,1.63
12134,Game_12134,X360,2007,Action,Electronic Arts,23.62,10.77,2.87,8.39,45.65
12135,Game_12135,Wii,2013,Simulation,Capcom,3.79,2.6,1.4,0.4,8.2
12136,Game_12136,PS2,2001,Shooter,Nintendo,1.66,0.54,0.11,0.64,2.96
12137,Game_12137,PS4,2009,Platform,Ubisoft,2.18,1.23,0.89,0.08,3.82
12138,Game_12138,GBA,2011,Adventure,Ubisoft,1.32,1.75,0.38,2.42,5.86
12139,Game_12139,GBA,2000,Adventure,Nintendo,2.29,1.87,1.21,0.39,5.76
12140,Game_12140,PS4,1983,Misc,Activision,1.17,0.34,0.06,0.57,2.14
12141,Game_12141,PSP,1995,Fighting,Activision,0.12,0.04,0.05,0.01,0.23
12142,Game_12142,GBA,1999,Shooter,Capcom,0.68,0.16,0.04,0.32,1.2
12143,Game_12143,PS3,2016,Role-Playing,Capcom,2.34,1.01,0.49,0.52,4.36
12144,Game_12144,PS2,2004,Sports,Sony Computer Entertainment,0.43,0.18,0.13,0.66,1.4
12145,Game_12145,XOne,2005,Sports,Activision,0.21,0.08,0.05,0.14,0.49
12146,Game_12146,X360,1984,Racing,Sega,0.53,0.36,0.04,0.49,1.42
12147,Game_12147,3DS,2004,Action,Nintendo,0.11,0.06,0.05,0.05,0.28
12148,Game_12148,PS3,2004,Role-Playing,Nintendo,0.12,0.04,0.02,0.04,0.22
12149,Game_12149,PSP,1994,Adventure,Electronic Arts,0.75,0.52,0.13,0.22,1.63
12150,Game_12150,PS2,1998,Action,Capcom,0.14,0.05,0.1,0.21,0.5
12151,Game_12151,PS2,1984,Misc,Namco Bandai Games,0.44,0.08,0.02,0.24,0.79
12152,Game_12152,PSP,2005,Fighting,Activision,12.26,9.71,6.82,11.36,40.15
12153,Game_12153,PSP,2010,Platform,Konami Digital Entertainment,0.33,0.27,0.26,0.34,1.2
12154,Game_12154,3DS,2011,Misc,Capcom,0.38,0.12,0.12,0.18,0.8
12155,Game_12155,PS3,2007,Adventure,Namco Bandai Games,0.88,0.93,0.83,1.0,3.65
12156,Game_12156,GBA,1995,Platform,Electronic Arts,0.45,0.08,0.06,0.18,0.77
12157,Game_12157,GBA,1999,Role-Playing,Ubisoft,0.22,0.2,0.18,0.2,0.8
12158,Game_12158,3DS,1990,Adventure,THQ,0.64,0.67,0.5,0.56,2.37
12159,Game_12159,X360,2015,Adventure,THQ,0.35,0.19,0.14,0.2,0.89
12160,Game_12160,DS,2000,Sports,Nintendo,0.21,0.13,0.09,0.17,0.6
12161,Game_12161,GBA,2001,Action,Namco Bandai Games,1.74,0.38,0.44,0.56,3.12
12162,Game_12162,PS2,1991,Racing,Electronic Arts,0.51,0.34,0.24,0.02,1.01
12163,Game_12163,PS2,2004,Role-Playing,Sega,0.29,0.22,0.2,0.1,0.81
12164,Game_12164,3DS,1997,Action,Ubisoft,0.83,0.39,0.25,0.87,2.34
12165,Game_12165,PS4,1990,Shooter,Sony Computer Entertainment,13.15,5.14,5.58,8.87,32.75
12166,Game_12166,PSP,1990,Fighting,Konami Digital Entertainment,4.46,4.16,3.12,8.26,20.01
12167,Game_12167,PS2,1990,Adventure,THQ,1.89,1.41,0.99,0.08,4.08
12168,Game_12168,PS4,2006,Platform,Capcom,0.48,0.6,0.35,0.6,2.02
12169,Game_12169,PS4,1998,Fighting,THQ,2.66,2.46,0.28,4.77,10.17
12170,Game_12170,PS4,1999,Sports,Sony Computer Entertainment,0.39,0.26,0.12,0.08,0.85
12171,Game_12171,DS,2008,Action,Nintendo,1.13,0.68,0.42,0.23,2.47
12172,Game_12172,PS2,2008,Shooter,THQ,1.09,0.33,0.14,0.27,1.83
12173,Game_12173,X360,2001,Sports,Ubisoft,2.9,1.11,0.57,0.73,5.31
12174,Game_12174,PSP,2001,Fighting,Sony Computer Entertainment,0.07,0.03,0.04,0.03,0.16
12175,Game_12175,X360,2004,Platform,Ubisoft,0.49,0.19,0.2,0.54,1.42
12176,Game_12176,GBA,1994,Adventure,Ubisoft,0.29,0.15,0.05,0.09,0.59
12177,Game_12177,X360,1996,Sports,Capcom,1.48,0.72,0.12,1.56,3.88
12178,Game_12178,X360,2008,Simulation,Namco Bandai Games,19.39,11.64,5.65,59.78,96.46
12179,Game_12179,X360,2004,Misc,Konami Digital Entertainment,0.34,0.22,0.14,0.01,0.68
12180,Game_12180,Wii,2011,Shooter,Sega,1.3,1.02,0.47,1.87,4.65
12181,Game_12181,PS2,2008,Action,Namco Bandai Games,0.9,0.33,0.32,0.08,1.63
12182,Game_12182,DS,2003,Simulation,Sony Computer Entertainment,0.52,0.29,0.05,0.62,1.48
12183,Game_12183,PS4,2001,Action,Konami Digital Entertainment,1.29,1.28,0.23,1.23,4.02
12184,Game_12184,PS3,2014,Simulation,Capcom,0.51,0.56,0.18,1.0,2.26
12185,Game_12185,PS4,2013,Action,Capcom,2.44,0.81,0.86,1.5,5.61
12186,Game_12186,X360,2007,Racing,Electronic Arts,0.64,0.22,0.08,0.7,1.64
12187,Game_12187,DS,2008,Simulation,Nintendo,0.23,0.12,0.04,0.03,0.42
12188,Game_12188,Wii,1985,Sports,Electronic Arts,0.25,0.22,0.09,0.39,0.95
12189,Game_12189,PS3,2001,Fighting,Sony Computer Entertainment,2.77,2.0,1.6,1.98,8.34
12190,Game_12190,PSP,2006,Action,Ubisoft,0.28,0.17,0.04,0.59,1.08
12191,Game_12191,PS4,2008,Shooter,Nintendo,7.22,3.23,3.53,2.76,16.75
12192,Game_12192,PS2,2005,Sports,Activision,2.14,0.88,0.82,3.54,7.38
12193,Game_12193,X360,1998,Role-Playing,Namco Bandai Games,0.61,0.28,0.13,0.25,1.27
12194,Game_12194,PS4,1994,Action,Nintendo,0.41,0.26,0.11,0.01,0.74
12195,Game_12195,PSP,1992,Shooter,Namco Bandai Games,5.36,2.76,1.68,2.12,11.92
12196,Game_12196,X360,2011,Platform,Namco Bandai Games,1.63,0.49,0.29,0.49,2.9
12197,Game_12197,Wii,2009,Shooter,THQ,0.3,0.1,0.08,0.03,0.5
12198,Game_12198,X360,2006,Racing,Ubisoft,0.75,0.3,0.2,0.35,1.6
12199,Game_12199,X360,2000,Role-Playing,Capcom,4.07,1.17,1.1,3.06,9.4
12200,Game_12200,PS2,2000,Action,Activision,1.29,1.06,1.19,1.35,4.88
12201,Game_12201,PS2,1985,Adventure,Nintendo,3.91,3.0,0.76,5.06,12.73
12202,Game_12202,XOne,2007,Role-Playing,Konami Digital Entertainment,0.07,0.08,0.03,0.07,0.25
12203,Game_12203,PS3,1987,Sports,Konami Digital Entertainment,0.62,0.48,0.03,0.36,1.49
12204,Game_12204,GBA,2014,Simulation,Sega,0.11,0.07,0.06,0.02,0.26
12205,Game_12205,XOne,2016,Shooter,Activision,0.28,0.3,0.09,0.23,0.91
12206,Game_12206,3DS,2009,Fighting,THQ,0.58,0.31,0.24,0.02,1.13
12207,Game_12207,PSP,1993,Adventure,Activision,0.1,0.05,0.04,0.0,0.19
12208,Game_12208,PSP,1993,Fighting,Nintendo,0.14,0.13,0.05,0.06,0.38
12209,Game_12209,PS2,1991,Role-Playing,Konami Digital Entertainment,1.38,0.41,0.56,0.31,2.66
12210,Game_12210,GBA,2000,Platform,Sony Computer Entertainment,0.56,0.21,0.14,0.23,1.14
12211,Game_12211,PS2,2005,Sports,Sony Computer Entertainment,1.57,0.99,0.68,0.52,3.77
12212,Game_12212,XOne,2016,Misc,Ubisoft,0.82,0.47,0.43,0.78,2.51
12213,Game_12213,XOne,2012,Sports,THQ,14.68,3.8,2.88,11.87,33.22
12214,Game_12214,PS3,2005,Role-Playing,Electronic Arts,15.15,5.94,6.01,15.88,42.98
12215,Game_12215,3DS,2003,Fighting,Sony Computer Entertainment,0.33,0.1,0.12,0.39,0.94
12216,Game_12216,X360,2009,Action,Konami Digital Entertainment,3.07,1.46,0.53,4.29,9.35
12217,Game_12217,PS3,2011,Fighting,Nintendo,18.26,3.89,0.74,9.44,32.33
12218,Game_12218,PSP,2005,Platform,Namco Bandai Games,0.27,0.06,0.11,0.09,0.53
12219,Game_12219,DS,2002,Racing,THQ,0.02,0.01,0.01,0.0,0.04
12220,Game_12220,3DS,2011,Racing,Activision,0.11,0.09,0.09,0.1,0.39
12221,Game_12221,PSP,2009,Fighting,Activision,0.12,0.05,0.05,0.05,0.28
12222,Game_12222,XOne,2012,Racing,Nintendo,1.63,1.91,0.24,3.43,7.21
12223,Game_12223,PS2,2011,Adventure,Namco Bandai Games,8.99,5.77,3.45,2.52,20.72
12224,Game_12224,XOne,2005,Simulation,Namco Bandai Games,3.14,4.1,2.42,3.13,12.8
12225,Game_12225,3DS,2007,Simulation,Sega,2.9,1.08,0.79,0.48,5.26
12226,Game_12226,Wii,2016,Misc,Ubisoft,2.56,1.6,2.12,3.83,10.11
12227,Game_12227,PS2,1984,Fighting,Konami Digital Entertainment,0.83,0.29,0.47,0.35,1.94
12228,Game_12228,PSP,2008,Action,Ubisoft,0.09,0.04,0.05,0.2,0.38
12229,Game_12229,PS3,2012,Racing,Konami Digital Entertainment,6.3,4.88,1.98,2.53,15.7
12230,Game_12230,X360,1989,Adventure,Ubisoft,1.29,0.4,0.33,0.99,3.0
12231,Game_12231,Wii,1998,Misc,Activision,0.11,0.1,0.07,0.07,0.35
12232,Game_12232,PS4,1983,Role-Playing,Konami Digital Entertainment,0.25,0.13,0.16,0.64,1.17
12233,Game_12233,DS,2003,Shooter,Konami Digital Entertainment,2.28,0.59,0.42,1.33,4.62
12234,Game_12234,PS3,1997,Action,Konami Digital Entertainment,3.72,1.05,1.53,1.48,7.79
12235,Game_12235,PS4,1999,Adventure,Sony Computer Entertainment,0.56,0.13,0.16,0.13,0.98
12236,Game_12236,3DS,2012,Platform,THQ,0.3,0.15,0.1,0.15,0.7
12237,Game_12237,XOne,2000,Fighting,Namco Bandai Games,0.75,0.5,0.25,0.8,2.3
12238,Game_12238,XOne,2016,Action,Electronic Arts,1.28,0.68,0.09,0.36,2.42
12239,Game_12239,PS3,1999,Adventure,Sega,0.02,0.02,0.01,0.03,0.08
12240,Game_12240,XOne,1985,Simulation,Sega,0.4,0.32,0.28,0.22,1.21
12241,Game_12241,PS2,2001,Adventure,Sony Computer Entertainment,0.28,0.17,0.02,0.09,0.56
12242,Game_12242,PS4,2003,Sports,Nintendo,0.79,0.47,0.15,1.58,2.99
12243,Game_12243,DS,2009,Sports,Electronic Arts,0.34,0.15,0.19,0.38,1.06
12244,Game_12244,3DS,1985,Shooter,Namco Bandai Games,1.66,1.12,0.18,0.32,3.27
12245,Game_12245,PS4,1992,Simulation,Namco Bandai Games,0.73,0.36,0.28,0.38,1.75
12246,Game_12246,DS,2003,Simulation,Electronic Arts,0.85,0.97,0.76,1.44,4.02
12247,Game_12247,X360,2010,Sports,Namco Bandai Games,6.04,4.33,1.12,7.1,18.58
12248,Game_12248,GBA,1994,Role-Playing,Electronic Arts,0.1,0.09,0.03,0.12,0.34
12249,Game_12249,PS3,2009,Role-Playing,Konami Digital Entertainment,1.22,0.64,1.16,1.83,4.84
12250,Game_12250,X360,2011,Role-Playing,Nintendo,1.07,0.65,0.07,0.59,2.38
12251,Game_12251,X360,2005,Fighting,Electronic Arts,0.01,0.02,0.0,0.02,0.05
12252,Game_12252,DS,2011,Sports,Namco Bandai Games,0.86,0.36,0.49,0.28,1.98
12253,Game_12253,XOne,2009,Shooter,Sega,0.14,0.14,0.07,0.1,0.44
12254,Game_12254,PS3,2004,Racing,Namco Bandai Games,0.22,0.16,0.14,0.22,0.74
12255,Game_12255,Wii,1994,Racing,Capcom,0.11,0.07,0.03,0.09,0.3
12256,Game_12256,Wii,1995,Shooter,Sony Computer Entertainment,2.18,2.27,0.87,1.66,6.98
12257,Game_12257,Wii,2006,Racing,Ubisoft,1.08,0.45,0.55,0.13,2.21
12258,Game_12258,XOne,2015,Shooter,Capcom,0.12,0.06,0.01,0.02,0.2
12259,Game_12259,PS2,2016,Simulation,Konami Digital Entertainment,2.3,2.08,0.72,0.85,5.96
12260,Game_12260,DS,1998,Role-Playing,THQ,2.73,2.28,1.57,1.95,8.53
12261,Game_12261,DS,2015,Simulation,Nintendo,1.76,0.98,1.87,3.25,7.87
12262,Game_12262,XOne,2010,Misc,Electronic Arts,0.57,0.17,0.07,0.42,1.23
12263,Game_12263,GBA,2013,Racing,Sega,0.89,0.58,0.38,0.8,2.65
12264,Game_12264,XOne,2010,Simulation,Electronic Arts,0.52,0.25,0.56,0.93,2.26
12265,Game_12265,X360,2009,Sports,Capcom,1.1,0.39,0.27,0.3,2.07
12266,Game_12266,GBA,1993,Adventure,Electronic Arts,0.3,0.08,0.06,0.17,0.61
12267,Game_12267,3DS,1995,Sports,Activision,0.13,0.08,0.02,0.27,0.49
12268,Game_12268,GBA,2003,Action,Namco Bandai Games,1.36,0.6,0.47,0.08,2.51
12269,Game_12269,XOne,2005,Simulation,Konami Digital Entertainment,0.31,0.23,0.21,0.1,0.85
12270,Game_12270,3DS,2007,Adventure,Konami Digital Entertainment,0.71,0.84,0.78,0.88,3.21
12271,Game_12271,PS2,2011,Misc,Sega,0.16,0.06,0.12,0.21,0.56
12272,Game_12272,GBA,2012,Fighting,THQ,15.99,7.0,8.98,12.06,44.03
12273,Game_12273,GBA,2012,Action,Konami Digital Entertainment,0.22,0.09,0.11,0.08,0.5
12274,Game_12274,3DS,2006,Racing,Capcom,2.1,1.29,0.76,0.08,4.1
12275,Game_12275,DS,2003,Platform,Namco Bandai Games,0.59,0.26,0.19,0.09,1.13
12276,Game_12276,XOne,2012,Platform,Nintendo,2.27,0.91,0.84,0.45,4.47
12277,Game_12277,Wii,2000,Shooter,Ubisoft,7.95,4.34,2.16,5.58,20.03
12278,Game_12278,DS,2005,Racing,Ubisoft,0.17,0.08,0.06,0.05,0.36
12279,Game_12279,3DS,2005,Sports,THQ,0.06,0.05,0.02,0.0,0.13
12280,Game_12280,Wii,2016,Adventure,THQ,0.21,0.13,0.09,0.01,0.44
12281,Game_12281,3DS,1992,Role-Playing,THQ,0.02,0.01,0.0,0.0,0.04
12282,Game_12282,PSP,2009,Adventure,Sega,0.15,0.04,0.09,0.1,0.38
12283,Game_12283,XOne,1998,Adventure,Electronic Arts,0.55,0.33,0.16,0.02,0.94
12284,Game_12284,DS,2012,Action,Ubisoft,0.16,0.07,0.04,0.2,0.47
12285,Game_12285,XOne,2005,Role-Playing,Ubisoft,1.13,0.54,0.86,2.35,4.89
12286,Game_12286,DS,2015,Action,THQ,0.24,0.22,0.08,0.17,0.71
12287,Game_12287,PSP,2016,Fighting,Capcom,2.77,2.04,2.54,5.93,13.29
12288,Game_12288,PS4,1998,Shooter,Nintendo,0.41,0.26,0.16,0.01,0.74
12289,Game_12289,PS3,1992,Action,Capcom,5.41,1.16,1.76,1.13,9.47
12290,Game_12290,PS3,1993,Action,Sony Computer Entertainment,0.78,0.35,0.09,0.6,1.82
12291,Game_12291,PSP,2005,Role-Playing,THQ,0.29,0.09,0.18,0.31,0.87
12292,Game_12292,3DS,1998,Fighting,Capcom,19.24,7.32,4.93,4.18,35.67
12293,Game_12293,3DS,2016,Shooter,Activision,0.54,0.27,0.13,0.63,1.56
12294,Game_12294,DS,2006,Simulation,Konami Digital Entertainment,0.36,0.14,0.07,0.13,0.7
12295,Game_12295,PS2,2013,Shooter,Activision,0.58,0.29,0.07,0.45,1.4
12296,Game_12296,Wii,1995,Platform,Nintendo,4.26,4.26,2.75,5.36,16.63
12297,Game_12297,PS2,1992,Fighting,Sega,0.3,0.14,0.04,0.3,0.79
12298,Game_12298,PS3,2008,Misc,Nintendo,1.26,0.45,0.52,0.78,3.01
12299,Game_12299,PS2,2010,Racing,Sega,0.6,0.48,0.19,1.62,2.89
12300,Game_12300,DS,2016,Action,Ubisoft,1.27,0.81,0.62,0.26,2.96
12301,Game_12301,PSP,1999,Sports,THQ,1.03,0.86,0.12,0.49,2.51
12302,Game_12302,3DS,2016,Adventure,Ubisoft,1.2,0.41,0.14,0.54,2.29
12303,Game_12303,DS,2013,Action,Namco Bandai Games,0.85,0.36,0.27,0.17,1.66
12304,Game_12304,GBA,1986,Shooter,Ubisoft,0.03,0.02,0.01,0.03,0.09
12305,Game_12305,PS3,1992,Racing,Sega,0.36,0.11,0.09,0.56,1.12
12306,Game_12306,XOne,1992,Fighting,Electronic Arts,3.72,2.58,1.26,0.78,8.34
12307,Game_12307,PS2,2008,Simulation,Electronic Arts,0.09,0.05,0.01,0.05,0.2
12308,Game_12308,3DS,2009,Adventure,Capcom,4.11,2.88,0.68,5.15,12.82
12309,Game_12309,X360,1990,Adventure,Nintendo,0.3,0.15,0.08,0.09,0.62
12310,Game_12310,PSP,2016,Simulation,Activision,0.08,0.06,0.01,0.05,0.21
12311,Game_12311,3DS,1997,Fighting,Sega,0.65,0.18,0.08,0.61,1.51
12312,Game_12312,X360,2013,Misc,Sega,6.93,2.74,3.44,1.1,14.21
12313,Game_12313,PS2,2000,Role-Playing,Ubisoft,2.76,0.72,0.95,0.5,4.93
12314,Game_12314,PS2,2012,Simulation,Konami Digital Entertainment,0.37,0.19,0.19,0.85,1.6
12315,Game_12315,XOne,2005,Role-Playing,Konami Digital Entertainment,1.29,0.93,0.1,1.95,4.27
12316,Game_12316,Wii,2016,Adventure,Nintendo,0.28,0.18,0.11,0.07,0.63
12317,Game_12317,3DS,2006,Role-Playing,Nintendo,4.4,0.96,0.69,2.64,8.69
12318,Game_12318,PSP,2007,Role-Playing,Konami Digital Entertainment,3.2,2.78,1.15,2.48,9.61
12319,Game_12319,PSP,2011,Sports,Electronic Arts,0.01,0.01,0.01,0.02,0.05
12320,Game_12320,PS2,2015,Action,Nintendo,2.93,0.97,1.4,2.19,7.49
12321,Game_12321,PS4,2006,Adventure,Nintendo,0.18,0.15,0.1,0.01,0.44
12322,Game_12322,GBA,2004,Action,Activision,0.25,0.13,0.04,0.01,0.42
12323,Game_12323,PS4,2003,Misc,Nintendo,0.68,0.48,0.07,0.42,1.65
12324,Game_12324,DS,2006,Shooter,Namco Bandai Games,0.31,0.1,0.04,0.3,0.75
12325,Game_12325,DS,2005,Shooter,THQ,0.35,0.11,0.02,0.56,1.04
12326,Game_12326,PS2,2005,Misc,Ubisoft,4.49,2.93,1.83,0.61,9.86
12327,Game_12327,3DS,2005,Racing,Capcom,0.23,0.11,0.07,0.17,0.59
12328,Game_12328,3DS,2002,Simulation,Activision,0.46,0.15,0.1,0.17,0.88
12329,Game_12329,PSP,1999,Platform,Electronic Arts,1.93,0.98,0.34,0.15,3.4
12330,Game_12330,PSP,2000,Sports,Electronic Arts,1.23,1.15,0.39,1.52,4.29
12331,Game_12331,PS2,1999,Misc,Namco Bandai Games,2.65,1.1,0.47,2.67,6.89
12332,Game_12332,GBA,2008,Platform,Nintendo,1.02,1.37,0.82,0.73,3.93
12333,Game_12333,XOne,2009,Shooter,Ubisoft,0.17,0.08,0.05,0.03,0.32
12334,Game_12334,PS3,1993,Action,Konami Digital Entertainment,0.68,0.49,0.42,1.2,2.79
12335,Game_12335,DS,2009,Role-Playing,Capcom,3.14,3.16,1.64,3.89,11.83
12336,Game_12336,DS,2006,Platform,Sega,0.01,0.0,0.0,0.0,0.01
12337,Game_12337,PS2,2007,Role-Playing,Namco Bandai Games,0.25,0.05,0.01,0.18,0.49
12338,Game_12338,3DS,1993,Action,Activision,0.06,0.02,0.04,0.04,0.15
12339,Game_12339,PS2,1987,Racing,Ubisoft,0.52,0.31,0.03,0.22,1.08
12340,Game_12340,DS,1984,Fighting,Activision,0.02,0.02,0.02,0.02,0.08
12341,Game_12341,X360,2016,Fighting,Nintendo,1.2,0.86,0.62,0.06,2.74
12342,Game_12342,3DS,1989,Shooter,Activision,0.77,0.37,0.19,0.26,1.6
12343,Game_12343,3DS,1984,Adventure,Electronic Arts,7.23,2.53,4.33,7.76,21.85
12344,Game_12344,DS,2016,Platform,Sony Computer Entertainment,0.09,0.06,0.03,0.13,0.31
12345,Game_12345,PS3,2014,Misc,Capcom,12.6,3.87,6.89,8.96,32.31
12346,Game_12346,Wii,1990,Platform,Capcom,0.37,0.24,0.15,0.3,1.06
12347,Game_12347,PS3,1996,Action,Konami Digital Entertainment,0.76,0.34,0.45,1.61,3.16
12348,Game_12348,3DS,2012,Adventure,Sega,0.71,0.46,0.24,0.03,1.32
12349,Game_12349,XOne,2016,Shooter,Sony Computer Entertainment,0.87,0.57,0.35,0.09,1.87
12350,Game_12350,XOne,2006,Fighting,Ubisoft,0.35,0.15,0.31,0.61,1.41
12351,Game_12351,GBA,2010,Sports,Electronic Arts,0.01,0.01,0.01,0.01,0.04
12352,Game_12352,PS2,2010,Racing,Konami Digital Entertainment,9.45,5.71,2.76,12.16,30.07
12353,Game_12353,X360,2002,Adventure,Sega,0.17,0.04,0.04,0.04,0.29
12354,Game_12354,PS4,2002,Adventure,Capcom,0.39,0.51,0.22,0.4,1.52
12355,Game_12355,PS3,2012,Adventure,Electronic Arts,1.69,1.56,1.24,1.58,6.06
12356,Game_12356,Wii,1996,Platform,Activision,0.03,0.01,0.01,0.06,0.12
12357,Game_12357,PS2,2005,Sports,Namco Bandai Games,0.14,0.1,0.03,0.02,0.3
12358,Game_12358,3DS,1987,Role-Playing,Sony Computer Entertainment,0.52,0.1,0.23,0.13,0.98
12359,Game_12359,PS4,2008,Fighting,Electronic Arts,0.12,0.11,0.08,0.04,0.35
12360,Game_12360,PS2,2003,Sports,Capcom,0.82,0.27,0.41,0.68,2.18
12361,Game_12361,DS,2009,Misc,Electronic Arts,0.19,0.15,0.06,0.28,0.68
12362,Game_12362,Wii,2010,Simulation,Sony Computer Entertainment,0.25,0.22,0.2,0.21,0.88
12363,Game_12363,GBA,2008,Platform,Electronic Arts,2.75,1.0,0.13,0.74,4.63
12364,Game_12364,PS2,2006,Racing,Namco Bandai Games,2.31,0.7,0.83,0.21,4.05
12365,Game_12365,PS3,2009,Sports,Sega,0.08,0.04,0.05,0.08,0.25
12366,Game_12366,3DS,1996,Platform,THQ,46.7,27.85,8.24,118.53,201.33
12367,Game_12367,XOne,2016,Racing,Sega,4.31,2.97,1.45,7.16,15.89
12368,Game_12368,3DS,2011,Racing,Sega,2.16,1.53,0.82,0.93,5.44
12369,Game_12369,X360,2011,Platform,Sega,0.01,0.01,0.0,0.02,0.04
12370,Game_12370,X360,1997,Simulation,Konami Digital Entertainment,0.52,0.16,0.2,0.04,0.92
12371,Game_12371,Wii,2016,Adventure,Sony Computer Entertainment,0.1,0.07,0.05,0.03,0.24
12372,Game_12372,Wii,2013,Shooter,Konami Digital Entertainment,2.66,1.31,0.2,0.3,4.46
12373,Game_12373,XOne,2010,Misc,Activision,7.5,6.2,5.21,11.34,30.24
12374,Game_12374,XOne,2012,Racing,Konami Digital Entertainment,0.07,0.07,0.06,0.09,0.29
12375,Game_12375,3DS,2009,Role-Playing,Namco Bandai Games,0.04,0.02,0.01,0.04,0.11
12376,Game_12376,X360,2015,Platform,Ubisoft,0.05,0.06,0.01,0.11,0.23
